Subtotal Area	ROBERT ARDINI	JOE WALSH	BILL WELD	ROQUE "ROCKY" DE LA FUENTE	MATTHEW JOHN MATERN	ZOLTAN G. ISTVAN	DONALD J. TRUMP	DENIS C. GRASSKA	ROBERT LEE MANNING JR.	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Congressional District 14 - Election Day	1	26	26	13	13	3	387	0	0	10,799	511	0	1	30	480	11
Congressional District 14	18	86	153	46	47	18	1,945	0	0	58,051	2,568	0	1	243	2,324	11
Assembly District 17 - Vote By Mail	45	238	530	94	50	43	3,718	0	0	232,787	5,369	0	4	647	4,718	0
Assembly District 17 - Election Day	10	59	101	34	15	10	947	0	0	59,635	1,282	0	0	60	1,222	46
Assembly District 17	55	297	631	128	65	53	4,665	0	0	292,422	6,651	0	4	707	5,940	46
Assembly District 19 - Vote By Mail	53	258	515	132	144	49	5,162	0	0	170,059	7,177	0	1	863	6,313	0
Assembly District 19 - Election Day	11	81	93	46	49	11	1,528	0	0	41,418	2,003	0	1	121	1,881	62
Assembly District 19	64	339	608	178	193	60	6,690	0	0	211,477	9,180	0	2	984	8,194	62
Supervisorial District 1 - Vote By Mail	8	57	77	16	31	11	918	0	0	33,868	1,266	0	0	148	1,118	0
Supervisorial District 1 - Election Day	3	21	17	5	9	4	338	0	0	9,248	435	0	0	24	411	14
Supervisorial District 1	11	78	94	21	40	15	1,256	0	0	43,116	1,701	0	0	172	1,529	14
Supervisorial District 2 - Vote By Mail	14	72	247	43	31	9	1,364	0	0	41,435	2,114	0	0	334	1,780	0
Supervisorial District 2 - Election Day	7	21	32	10	16	0	432	0	0	8,611	585	0	0	45	540	22
Supervisorial District 2	21	93	279	53	47	9	1,796	0	0	50,046	2,699	0	0	379	2,320	22
Supervisorial District 3 - Vote By Mail	5	37	115	14	12	9	750	0	0	31,943	1,084	0	0	142	942	0
Supervisorial District 3 - Election Day	2	14	26	9	3	4	193	0	0	7,434	283	0	0	19	264	13
Supervisorial District 3	7	51	141	23	15	13	943	0	0	39,377	1,367	0	0	161	1,206	13
Supervisorial District 4 - Vote By Mail	12	58	61	31	42	13	1,128	0	0	35,049	1,485	0	1	139	1,345	0
Supervisorial District 4 - Election Day	2	12	12	11	7	2	291	0	0	9,045	363	0	0	18	345	8
Supervisorial District 4	14	70	73	42	49	15	1,419	0	0	44,094	1,848	0	1	157	1,690	8
Supervisorial District 5 - Vote By Mail	7	31	84	15	9	8	479	0	0	41,966	719	0	0	86	633	0
Supervisorial District 5 - Election Day	2	5	17	6	4	1	130	0	0	10,934	187	0	0	13	174	9
Supervisorial District 5	9	36	101	21	13	9	609	0	0	52,900	906	0	0	99	807	9
Supervisorial District 6 - Vote By Mail	5	34	65	12	9	5	602	0	0	35,755	823	0	3	88	732	0
Supervisorial District 6 - Election Day	0	3	3	3	2	2	126	0	0	7,940	151	0	0	5	146	7
Supervisorial District 6	5	37	68	15	11	7	728	0	0	43,695	974	0	3	93	878	7
Supervisorial District 7 - Vote By Mail	16	87	137	32	33	12	1,484	0	0	38,887	2,051	0	0	250	1,801	0
Supervisorial District 7 - Election Day	1	24	34	17	11	4	440	0	0	8,556	583	0	1	36	546	15
Supervisorial District 7	17	111	171	49	44	16	1,924	0	0	47,443	2,634	0	1	286	2,347	15
Supervisorial District 8 - Vote By Mail	5	54	117	17	9	13	521	0	0	46,370	852	0	0	116	736	0
Supervisorial District 8 - Election Day	1	20	24	7	0	2	169	0	0	11,807	247	0	0	12	235	12
Supervisorial District 8	6	74	141	24	9	15	690	0	0	58,177	1,099	0	0	128	971	12
Supervisorial District 9 - Vote By Mail	4	22	51	14	2	3	450	0	0	33,165	602	0	0	56	546	0
Supervisorial District 9 - Election Day	3	12	11	5	3	1	108	0	0	10,098	148	0	0	3	145	2
Supervisorial District 9	7	34	62	19	5	4	558	0	0	43,263	750	0	0	59	691	2
Supervisorial District 10 - Vote By Mail	13	19	47	10	6	4	489	0	0	33,765	665	0	0	77	588	0
Supervisorial District 10 - Election Day	0	1	9	3	1	0	91	0	0	9,348	108	0	0	1	107	2
Supervisorial District 10	13	20	56	13	7	4	580	0	0	43,113	773	0	0	78	695	2
Supervisorial District 11 - Vote By Mail	9	25	44	22	10	5	695	0	0	30,643	885	0	1	74	810	0
Supervisorial District 11 - Election Day	0	7	9	4	8	1	157	0	0	8,032	195	0	0	5	190	4
Supervisorial District 11	9	32	53	26	18	6	852	0	0	38,675	1,080	0	1	79	1,000	4
Bayview/Hunters Point - Vote By Mail	6	7	12	3	2	2	218	0	0	15,464	273	0	0	23	250	0
Bayview/Hunters Point - Election Day	0	0	2	1	1	0	26	0	0	5,021	30	0	0	0	30	0
Bayview/Hunters Point	6	7	14	4	3	2	244	0	0	20,485	303	0	0	23	280	0
Chinatown - Vote By Mail	3	21	50	7	5	5	331	0	0	14,029	482	0	0	60	422	0
Chinatown - Election Day	2	7	13	3	1	1	71	0	0	3,238	113	0	0	9	104	6
Chinatown	5	28	63	10	6	6	402	0	0	17,267	595	0	0	69	526	6
Civic Center/Downtown - Vote By Mail	3	18	58	8	10	6	413	0	0	22,050	576	0	1	59	516	0
Civic Center/Downtown - Election Day	0	6	12	5	1	2	137	0	0	5,969	170	0	0	4	166	3
Civic Center/Downtown	3	24	70	13	11	8	550	0	0	28,019	746	0	1	63	682	3
Diamond Heights - Vote By Mail	0	11	21	2	1	1	119	0	0	5,630	181	0	0	26	155	0
Diamond Heights - Election Day	0	2	4	2	0	1	37	0	0	1,430	51	0	0	2	49	3
Diamond Heights	0	13	25	4	1	2	156	0	0	7,060	232	0	0	28	204	3
Excelsior - Vote By Mail	7	22	39	17	8	3	567	0	0	22,700	712	0	1	48	663	0
Excelsior - Election Day	0	3	7	2	5	0	140	0	0	5,893	162	0	0	3	159	2
Excelsior	7	25	46	19	13	3	707	0	0	28,593	874	0	1	51	822	2
Haight Ashbury - Vote By Mail	1	11	23	0	2	2	70	0	0	11,526	132	0	0	23	109	0
Haight Ashbury - Election Day	1	0	6	1	2	0	23	0	0	2,336	39	0	0	5	34	1
Haight Ashbury	2	11	29	1	4	2	93	0	0	13,862	171	0	0	28	143	1
Ingleside - Vote By Mail	2	3	7	5	2	2	180	0	0	9,818	229	0	0	28	201	0
Ingleside - Election Day	0	4	2	3	3	2	33	0	0	2,577	51	0	0	2	49	2
Ingleside	2	7	9	8	5	4	213	0	0	12,395	280	0	0	30	250	2
Inner Sunset - Vote By Mail	1	3	16	7	1	2	119	0	0	7,628	162	0	0	13	149	0
Inner Sunset - Election Day	0	1	6	2	1	1	38	0	0	2,030	54	0	0	3	51	2
Inner Sunset	1	4	22	9	2	3	157	0	0	9,658	216	0	0	16	200	2
Lake Merced - Vote By Mail	4	10	16	3	8	0	285	0	0	7,416	358	0	0	32	326	0
Lake Merced - Election Day	1	3	2	3	3	0	75	0	0	842	88	0	0	0	88	1
Lake Merced	5	13	18	6	11	0	360	0	0	8,258	446	0	0	32	414	1
Laurel Heights/Anza Vista - Vote By Mail	2	10	29	5	7	1	212	0	0	8,172	301	0	0	35	266	0
Laurel Heights/Anza Vista - Election Day	1	2	4	2	0	0	58	0	0	1,850	81	0	0	8	73	6
Laurel Heights/Anza Vista	3	12	33	7	7	1	270	0	0	10,022	382	0	0	43	339	6
Marina Pacific Heights - Vote By Mail	11	48	191	38	27	8	1,064	0	0	33,509	1,644	0	0	257	1,387	0
Marina Pacific Heights - Election Day	6	16	24	8	13	0	344	0	0	5,931	465	0	0	38	427	16
Marina Pacific Heights	17	64	215	46	40	8	1,408	0	0	39,440	2,109	0	0	295	1,814	16
Mission - Vote By Mail	1	9	37	7	3	1	218	0	0	23,572	307	0	0	31	276	0
Mission - Election Day	3	7	10	2	1	1	60	0	0	7,433	88	0	0	3	85	1
Mission	4	16	47	9	4	2	278	0	0	31,005	395	0	0	34	361	1
North Bernal Heights - Vote By Mail	1	2	11	0	0	1	59	0	0	6,791	82	0	0	8	74	0
North Bernal Heights - Election Day	0	6	4	3	0	0	25	0	0	1,942	39	0	0	1	38	0
North Bernal Heights	1	8	15	3	0	1	84	0	0	8,733	121	0	0	9	112	0
North Embarcadero - Vote By Mail	0	10	20	2	2	1	161	0	0	5,779	233	0	0	37	196	0
North Embarcadero - Election Day	0	3	3	3	1	2	34	0	0	1,309	57	0	0	7	50	4
North Embarcadero	0	13	23	5	3	3	195	0	0	7,088	290	0	0	44	246	4
Noe Valley - Vote By Mail	1	25	36	3	5	3	155	0	0	13,553	268	0	0	40	228	0
Noe Valley - Election Day	1	4	7	2	0	0	46	0	0	3,435	67	0	0	4	63	3
Noe Valley	2	29	43	5	5	3	201	0	0	16,988	335	0	0	44	291	3
Portola - Vote By Mail	3	14	15	8	1	2	195	0	0	7,830	266	0	0	28	238	0
Portola - Election Day	0	2	4	1	1	1	47	0	0	1,802	58	0	0	0	58	2
Portola	3	16	19	9	2	3	242	0	0	9,632	324	0	0	28	296	2
Potrero Hill - Vote By Mail	4	8	29	4	1	0	178	0	0	14,623	260	0	0	36	224	0
Potrero Hill - Election Day	0	1	4	0	1	0	36	0	0	2,733	43	0	0	0	43	1
Potrero Hill	4	9	33	4	2	0	214	0	0	17,356	303	0	0	36	267	1
Richmond - Vote By Mail	7	53	63	12	28	11	801	0	0	29,447	1,101	0	0	126	975	0
Richmond - Election Day	3	19	16	5	9	4	306	0	0	8,178	392	0	0	18	374	12
Richmond	10	72	79	17	37	15	1,107	0	0	37,625	1,493	0	0	144	1,349	12
South of Bernal Heights - Vote By Mail	1	6	12	5	0	2	105	0	0	7,165	144	0	0	13	131	0
South of Bernal Heights - Election Day	0	3	0	0	1	0	36	0	0	2,406	43	0	0	1	42	2
South of Bernal Heights	1	9	12	5	1	2	141	0	0	9,571	187	0	0	14	173	2
Sea Cliff/Presidio Heights - Vote By Mail	2	14	49	5	3	1	219	0	0	6,458	359	0	0	66	293	0
Sea Cliff/Presidio Heights - Election Day	0	5	6	1	1	0	74	0	0	1,563	98	0	0	7	91	4
Sea Cliff/Presidio Heights	2	19	55	6	4	1	293	0	0	8,021	457	0	0	73	384	4
South of Market - Vote By Mail	3	20	43	7	3	2	376	0	0	20,910	523	0	2	67	454	0
South of Market - Election Day	0	1	1	1	1	0	71	0	0	4,167	86	0	0	4	82	7
South of Market	3	21	44	8	4	2	447	0	0	25,077	609	0	2	71	536	7
Sunset - Vote By Mail	12	58	60	30	42	13	1,118	0	0	34,606	1,473	0	1	139	1,333	0
Sunset - Election Day	2	12	11	11	7	2	289	0	0	8,887	360	0	0	18	342	8
Sunset	14	70	71	41	49	15	1,407	0	0	43,493	1,833	0	1	157	1,675	8
Upper Market/Eureka Valley - Vote By Mail	1	10	37	8	2	7	131	0	0	15,381	229	0	0	33	196	0
Upper Market/Eureka Valley - Election Day	0	8	9	2	0	1	30	0	0	3,512	57	0	0	4	53	3
Upper Market/Eureka Valley	1	18	46	10	2	8	161	0	0	18,893	286	0	0	37	249	3
Visitation Valley - Vote By Mail	4	4	10	3	3	1	138	0	0	6,638	181	0	0	18	163	0
Visitation Valley - Election Day	0	0	1	2	0	0	25	0	0	1,850	30	0	0	1	29	1
Visitation Valley	4	4	11	5	3	1	163	0	0	8,488	211	0	0	19	192	1
West of Twin Peaks - Vote By Mail	12	75	115	29	25	11	1,132	0	0	28,439	1,611	0	0	212	1,399	0
West of Twin Peaks - Election Day	0	21	31	13	8	3	345	0	0	6,935	472	0	1	36	435	14
West of Twin Peaks	12	96	146	42	33	14	1,477	0	0	35,374	2,083	0	1	248	1,834	14
Western Addition - Vote By Mail	6	24	46	8	3	4	316	0	0	23,712	459	0	0	52	407	0
Western Addition - Election Day	1	4	5	2	3	0	69	0	0	7,784	91	0	0	3	88	4
Western Addition	7	28	51	10	6	4	385	0	0	31,496	550	0	0	55	495	4
